,nominees,details,imdb_urls,award_show,year,award,winner,ref_year
0,Shrek,Aron Warner,https://www.imdb.com//title/tt0126029/?ref_=ev_nom,Academy Awards,2002,Best Animated Feature,1,19
1,Jimmy Neutron: Boy Genius,"John A. Davis, Steve Oedekerk",https://www.imdb.com//title/tt0268397/?ref_=ev_nom,Academy Awards,2002,Best Animated Feature,0,19
2,"Monsters, Inc.","Pete Docter, John Lasseter",https://www.imdb.com//title/tt0198781/?ref_=ev_nom,Academy Awards,2002,Best Animated Feature,0,19
0,Russell Crowe,Gladiator,https://www.imdb.com//name/nm0000128/?ref_=ev_nom,Academy Awards,2001,Best Actor in a Leading Role,1,20
1,Ed Harris,Pollock,https://www.imdb.com//name/nm0000438/?ref_=ev_nom,Academy Awards,2001,Best Actor in a Leading Role,0,20
2,Geoffrey Rush,Quills,https://www.imdb.com//name/nm0001691/?ref_=ev_nom,Academy Awards,2001,Best Actor in a Leading Role,0,20
3,Javier Bardem,Before Night Falls,https://www.imdb.com//name/nm0000849/?ref_=ev_nom,Academy Awards,2001,Best Actor in a Leading Role,0,20
4,Tom Hanks,Cast Away,https://www.imdb.com//name/nm0000158/?ref_=ev_nom,Academy Awards,2001,Best Actor in a Leading Role,0,20
0,Benicio Del Toro,Traffic,https://www.imdb.com//name/nm0001125/?ref_=ev_nom,Academy Awards,2001,Best Actor in a Supporting Role,1,20
1,Albert Finney,Erin Brockovich,https://www.imdb.com//name/nm0001215/?ref_=ev_nom,Academy Awards,2001,Best Actor in a Supporting Role,0,20
2,Jeff Bridges,The Contender,https://www.imdb.com//name/nm0000313/?ref_=ev_nom,Academy Awards,2001,Best Actor in a Supporting Role,0,20
3,Joaquin Phoenix,Gladiator,https://www.imdb.com//name/nm0001618/?ref_=ev_nom,Academy Awards,2001,Best Actor in a Supporting Role,0,20
4,Willem Dafoe,Shadow of the Vampire,https://www.imdb.com//name/nm0000353/?ref_=ev_nom,Academy Awards,2001,Best Actor in a Supporting Role,0,20
0,Julia Roberts,Erin Brockovich,https://www.imdb.com//name/nm0000210/?ref_=ev_nom,Academy Awards,2001,Best Actress in a Leading Role,1,20
1,Ellen Burstyn,Requiem for a Dream,https://www.imdb.com//name/nm0000995/?ref_=ev_nom,Academy Awards,2001,Best Actress in a Leading Role,0,20
2,Joan Allen,The Contender,https://www.imdb.com//name/nm0000260/?ref_=ev_nom,Academy Awards,2001,Best Actress in a Leading Role,0,20
3,Juliette Binoche,Chocolat,https://www.imdb.com//name/nm0000300/?ref_=ev_nom,Academy Awards,2001,Best Actress in a Leading Role,0,20
4,Laura Linney,You Can Count on Me,https://www.imdb.com//name/nm0001473/?ref_=ev_nom,Academy Awards,2001,Best Actress in a Leading Role,0,20
0,Marcia Gay Harden,Pollock,https://www.imdb.com//name/nm0001315/?ref_=ev_nom,Academy Awards,2001,Best Actress in a Supporting Role,1,20
1,Frances McDormand,Almost Famous,https://www.imdb.com//name/nm0000531/?ref_=ev_nom,Academy Awards,2001,Best Actress in a Supporting Role,0,20
2,Judi Dench,Chocolat,https://www.imdb.com//name/nm0001132/?ref_=ev_nom,Academy Awards,2001,Best Actress in a Supporting Role,0,20
3,Julie Walters,Billy Elliot,https://www.imdb.com//name/nm0910278/?ref_=ev_nom,Academy Awards,2001,Best Actress in a Supporting Role,0,20
4,Kate Hudson,Almost Famous,https://www.imdb.com//name/nm0005028/?ref_=ev_nom,Academy Awards,2001,Best Actress in a Supporting Role,0,20
0,"Crouching Tiger, Hidden Dragon",Tim Yip,https://www.imdb.com//title/tt0190332/?ref_=ev_nom,Academy Awards,2001,Best Art Direction-Set Decoration,1,20
1,Gladiator,"Arthur Max (art director), Crispian Sallis (set decorator)",https://www.imdb.com//title/tt0172495/?ref_=ev_nom,Academy Awards,2001,Best Art Direction-Set Decoration,0,20
2,How the Grinch Stole Christmas,"Michael Corenblith (art director), Merideth Boswell (set decorator)",https://www.imdb.com//title/tt0170016/?ref_=ev_nom,Academy Awards,2001,Best Art Direction-Set Decoration,0,20
3,Quills,"Martin Childs (art director), Jill Quertier (set decorator)",https://www.imdb.com//title/tt0180073/?ref_=ev_nom,Academy Awards,2001,Best Art Direction-Set Decoration,0,20
4,Vatel,"Jean Rabasse (art director), Françoise Benoît-Fresco (set decorator)",https://www.imdb.com//title/tt0190861/?ref_=ev_nom,Academy Awards,2001,Best Art Direction-Set Decoration,0,20
0,"Crouching Tiger, Hidden Dragon",Peter Pau,https://www.imdb.com//title/tt0190332/?ref_=ev_nom,Academy Awards,2001,Best Cinematography,1,20
1,Gladiator,John Mathieson,https://www.imdb.com//title/tt0172495/?ref_=ev_nom,Academy Awards,2001,Best Cinematography,0,20
2,Malena,Lajos Koltai,https://www.imdb.com//title/tt0213847/?ref_=ev_nom,Academy Awards,2001,Best Cinematography,0,20
3,"O Brother, Where Art Thou?",Roger Deakins,https://www.imdb.com//title/tt0190590/?ref_=ev_nom,Academy Awards,2001,Best Cinematography,0,20
4,The Patriot,Caleb Deschanel,https://www.imdb.com//title/tt0187393/?ref_=ev_nom,Academy Awards,2001,Best Cinematography,0,20
0,Gladiator,Janty Yates,https://www.imdb.com//title/tt0172495/?ref_=ev_nom,Academy Awards,2001,Best Costume Design,1,20
1,102 Dalmatians,Anthony Powell,https://www.imdb.com//title/tt0211181/?ref_=ev_nom,Academy Awards,2001,Best Costume Design,0,20
2,"Crouching Tiger, Hidden Dragon",Tim Yip,https://www.imdb.com//title/tt0190332/?ref_=ev_nom,Academy Awards,2001,Best Costume Design,0,20
3,How the Grinch Stole Christmas,Rita Ryack,https://www.imdb.com//title/tt0170016/?ref_=ev_nom,Academy Awards,2001,Best Costume Design,0,20
4,Quills,Jacqueline West,https://www.imdb.com//title/tt0180073/?ref_=ev_nom,Academy Awards,2001,Best Costume Design,0,20
0,Steven Soderbergh,Traffic,https://www.imdb.com//name/nm0001752/?ref_=ev_nom,Academy Awards,2001,Best Director,1,20
1,Ang Lee,"Crouching Tiger, Hidden Dragon",https://www.imdb.com//name/nm0000487/?ref_=ev_nom,Academy Awards,2001,Best Director,0,20
2,Ridley Scott,Gladiator,https://www.imdb.com//name/nm0000631/?ref_=ev_nom,Academy Awards,2001,Best Director,0,20
3,Stephen Daldry,Billy Elliot,https://www.imdb.com//name/nm0197636/?ref_=ev_nom,Academy Awards,2001,Best Director,0,20
4,Steven Soderbergh,Erin Brockovich,https://www.imdb.com//name/nm0001752/?ref_=ev_nom,Academy Awards,2001,Best Director,0,20
0,Into the Arms of Strangers: Stories of the Kindertransport,"Mark Jonathan Harris, Deborah Oppenheimer",https://www.imdb.com//title/tt0248912/?ref_=ev_nom,Academy Awards,2001,"Best Documentary, Features",1,20
1,Legacy,Tod Lending,https://www.imdb.com//title/tt0188028/?ref_=ev_nom,Academy Awards,2001,"Best Documentary, Features",0,20
2,Long Night's Journey Into Day,"Frances Reid, Deborah Hoffmann",https://www.imdb.com//title/tt0236447/?ref_=ev_nom,Academy Awards,2001,"Best Documentary, Features",0,20
3,Scottsboro: An American Tragedy,"Barak Goodman, Daniel Anker",https://www.imdb.com//title/tt0240885/?ref_=ev_nom,Academy Awards,2001,"Best Documentary, Features",0,20
4,Sound and Fury,"Josh Aronson, Roger Weisberg",https://www.imdb.com//title/tt0240912/?ref_=ev_nom,Academy Awards,2001,"Best Documentary, Features",0,20
0,Big Mama,Tracy Seretean,https://www.imdb.com//title/tt0280353/?ref_=ev_nom,Academy Awards,2001,"Best Documentary, Short Subjects",1,20
1,Curtain Call,"Charles Braverman, Steve Kalafer",https://www.imdb.com//title/tt0280580/?ref_=ev_nom,Academy Awards,2001,"Best Documentary, Short Subjects",0,20
2,Dolphins,"Greg MacGillivray, Alec Lorimore",https://www.imdb.com//title/tt0263278/?ref_=ev_nom,Academy Awards,2001,"Best Documentary, Short Subjects",0,20
3,On Tiptoe: Gentle Steps to Freedom,"Eric Simonson, Leelai Demoz",https://www.imdb.com//title/tt0281010/?ref_=ev_nom,Academy Awards,2001,"Best Documentary, Short Subjects",0,20
4,The Man on Lincoln's Nose,Daniel Raim,https://www.imdb.com//title/tt0271628/?ref_=ev_nom,Academy Awards,2001,"Best Documentary, Short Subjects",0,20
0,Gladiator,"John Nelson, Neil Corbould, Tim Burke, Rob Harvey",https://www.imdb.com//title/tt0172495/?ref_=ev_nom,Academy Awards,2001,"Best Effects, Visual Effects",1,20
1,Hollow Man,"Scott E. Anderson, Craig Hayes, Scott Stokdyk, Stan Parks",https://www.imdb.com//title/tt0164052/?ref_=ev_nom,Academy Awards,2001,"Best Effects, Visual Effects",0,20
2,The Perfect Storm,"Stefen Fangmeier, Habib Zargarpour, John Frazier, Walt Conti",https://www.imdb.com//title/tt0177971/?ref_=ev_nom,Academy Awards,2001,"Best Effects, Visual Effects",0,20
0,Traffic,Stephen Mirrione,https://www.imdb.com//title/tt0181865/?ref_=ev_nom,Academy Awards,2001,Best Film Editing,1,20
1,Almost Famous,"Joe Hutshing, Saar Klein",https://www.imdb.com//title/tt0181875/?ref_=ev_nom,Academy Awards,2001,Best Film Editing,0,20
2,"Crouching Tiger, Hidden Dragon",Tim Squyres,https://www.imdb.com//title/tt0190332/?ref_=ev_nom,Academy Awards,2001,Best Film Editing,0,20
3,Gladiator,Pietro Scalia,https://www.imdb.com//title/tt0172495/?ref_=ev_nom,Academy Awards,2001,Best Film Editing,0,20
4,Wonder Boys,Dede Allen,https://www.imdb.com//title/tt0185014/?ref_=ev_nom,Academy Awards,2001,Best Film Editing,0,20
0,"Crouching Tiger, Hidden Dragon",,https://www.imdb.com//title/tt0190332/?ref_=ev_nom,Academy Awards,2001,Best Foreign Language Film,1,20
1,Amores perros,,https://www.imdb.com//title/tt0245712/?ref_=ev_nom,Academy Awards,2001,Best Foreign Language Film,0,20
2,Divided We Fall,,https://www.imdb.com//title/tt0234288/?ref_=ev_nom,Academy Awards,2001,Best Foreign Language Film,0,20
3,Everybody's Famous!,,https://www.imdb.com//title/tt0209037/?ref_=ev_nom,Academy Awards,2001,Best Foreign Language Film,0,20
4,The Taste of Others,,https://www.imdb.com//title/tt0216787/?ref_=ev_nom,Academy Awards,2001,Best Foreign Language Film,0,20
0,How the Grinch Stole Christmas,"Rick Baker, Gail Rowell-Ryan",https://www.imdb.com//title/tt0170016/?ref_=ev_nom,Academy Awards,2001,Best Makeup,1,20
1,Shadow of the Vampire,"Ann Buchanan, Amber Sibley",https://www.imdb.com//title/tt0189998/?ref_=ev_nom,Academy Awards,2001,Best Makeup,0,20
2,The Cell,"Michèle Burke, Edouard F. Henriques",https://www.imdb.com//title/tt0209958/?ref_=ev_nom,Academy Awards,2001,Best Makeup,0,20
0,"Crouching Tiger, Hidden Dragon",Dun Tan,https://www.imdb.com//title/tt0190332/?ref_=ev_nom,Academy Awards,2001,"Best Music, Original Score",1,20
1,Chocolat,Rachel Portman,https://www.imdb.com//title/tt0241303/?ref_=ev_nom,Academy Awards,2001,"Best Music, Original Score",0,20
2,Gladiator,Hans Zimmer,https://www.imdb.com//title/tt0172495/?ref_=ev_nom,Academy Awards,2001,"Best Music, Original Score",0,20
3,Malena,Ennio Morricone,https://www.imdb.com//title/tt0213847/?ref_=ev_nom,Academy Awards,2001,"Best Music, Original Score",0,20
4,The Patriot,John Williams,https://www.imdb.com//title/tt0187393/?ref_=ev_nom,Academy Awards,2001,"Best Music, Original Score",0,20
0,Wonder Boys,Bob Dylan,https://www.imdb.com//title/tt0185014/?ref_=ev_nom,Academy Awards,2001,"Best Music, Original Song",1,20
1,"Crouching Tiger, Hidden Dragon","Jorge Calandrelli (composer), Dun Tan (composer), James Schamus (lyricist)",https://www.imdb.com//title/tt0190332/?ref_=ev_nom,Academy Awards,2001,"Best Music, Original Song",0,20
2,Dancer in the Dark,"Björk (composer), Lars von Trier (lyricist), Sjón Sigurdsson (lyricist)",https://www.imdb.com//title/tt0168629/?ref_=ev_nom,Academy Awards,2001,"Best Music, Original Song",0,20
3,Meet the Parents,Randy Newman,https://www.imdb.com//title/tt0212338/?ref_=ev_nom,Academy Awards,2001,"Best Music, Original Song",0,20
4,The Emperor's New Groove,"Sting (composer/lyricist), Dave Hartley (composer)",https://www.imdb.com//title/tt0120917/?ref_=ev_nom,Academy Awards,2001,"Best Music, Original Song",0,20
0,Gladiator,"Douglas Wick, David Franzoni, Branko Lustig",https://www.imdb.com//title/tt0172495/?ref_=ev_nom,Academy Awards,2001,Best Picture,1,20
1,Chocolat,"David Brown, Kit Golden, Leslie Holleran",https://www.imdb.com//title/tt0241303/?ref_=ev_nom,Academy Awards,2001,Best Picture,0,20
2,"Crouching Tiger, Hidden Dragon","William Kong, Li-Kong Hsu, Ang Lee",https://www.imdb.com//title/tt0190332/?ref_=ev_nom,Academy Awards,2001,Best Picture,0,20
3,Erin Brockovich,"Danny DeVito, Michael Shamberg, Stacey Sher",https://www.imdb.com//title/tt0195685/?ref_=ev_nom,Academy Awards,2001,Best Picture,0,20
4,Traffic,"Edward Zwick, Marshall Herskovitz, Laura Bickford",https://www.imdb.com//title/tt0181865/?ref_=ev_nom,Academy Awards,2001,Best Picture,0,20
0,Father and Daughter,Michael Dudok de Wit,https://www.imdb.com//title/tt0279079/?ref_=ev_nom,Academy Awards,2001,"Best Short Film, Animated",1,20
1,Rejected,Don Hertzfeldt,https://www.imdb.com//title/tt0234588/?ref_=ev_nom,Academy Awards,2001,"Best Short Film, Animated",0,20
2,The Periwig-Maker,"Steffen Schäffler, Annette Schäffler",https://www.imdb.com//title/tt0239797/?ref_=ev_nom,Academy Awards,2001,"Best Short Film, Animated",0,20
0,Quiero ser (I want to be...),Florian Gallenberger,https://www.imdb.com//title/tt0216131/?ref_=ev_nom,Academy Awards,2001,"Best Short Film, Live Action",1,20
1,By Courier,"Peter Riegert, Ericka Frederick",https://www.imdb.com//title/tt0278378/?ref_=ev_nom,Academy Awards,2001,"Best Short Film, Live Action",0,20
2,One Day Crossing,"Joan Stein Schimke, Christina Lazaridi",https://www.imdb.com//title/tt0269658/?ref_=ev_nom,Academy Awards,2001,"Best Short Film, Live Action",0,20
3,Seraglio,"Gail Lerner, Colin Campbell",https://www.imdb.com//title/tt0262758/?ref_=ev_nom,Academy Awards,2001,"Best Short Film, Live Action",0,20
4,Uma História de Futebol,Paulo Machline,https://www.imdb.com//title/tt0207112/?ref_=ev_nom,Academy Awards,2001,"Best Short Film, Live Action",0,20
0,Gladiator,"Scott Millan, Bob Beemer, Ken Weston",https://www.imdb.com//title/tt0172495/?ref_=ev_nom,Academy Awards,2001,Best Sound,1,20
1,Cast Away,"Randy Thom, Tom Johnson, Dennis S. Sands, William B. Kaplan",https://www.imdb.com//title/tt0162222/?ref_=ev_nom,Academy Awards,2001,Best Sound,0,20
2,The Patriot,"Kevin O'Connell, Greg P. Russell, Lee Orloff",https://www.imdb.com//title/tt0187393/?ref_=ev_nom,Academy Awards,2001,Best Sound,0,20
3,The Perfect Storm,"John T. Reitz, Gregg Rudloff, David E. Campbell, Keith A. Wester",https://www.imdb.com//title/tt0177971/?ref_=ev_nom,Academy Awards,2001,Best Sound,0,20
4,U-571,"Steve Maslow, Gregg Landaker, Rick Kline, Ivan Sharrock",https://www.imdb.com//title/tt0141926/?ref_=ev_nom,Academy Awards,2001,Best Sound,0,20
0,U-571,Jon Johnson,https://www.imdb.com//title/tt0141926/?ref_=ev_nom,Academy Awards,2001,Best Sound Editing,1,20
1,Space Cowboys,"Alan Robert Murray, Bub Asman",https://www.imdb.com//title/tt0186566/?ref_=ev_nom,Academy Awards,2001,Best Sound Editing,0,20
0,Traffic,Stephen Gaghan,https://www.imdb.com//title/tt0181865/?ref_=ev_nom,Academy Awards,2001,"Best Writing, Screenplay Based on Material Previously Produced or Published",1,20
1,Chocolat,Robert Nelson Jacobs,https://www.imdb.com//title/tt0241303/?ref_=ev_nom,Academy Awards,2001,"Best Writing, Screenplay Based on Material Previously Produced or Published",0,20
2,"Crouching Tiger, Hidden Dragon","Hui-Ling Wang, James Schamus, Kuo Jung Tsai",https://www.imdb.com//title/tt0190332/?ref_=ev_nom,Academy Awards,2001,"Best Writing, Screenplay Based on Material Previously Produced or Published",0,20
3,"O Brother, Where Art Thou?","Ethan Coen, Joel Coen",https://www.imdb.com//title/tt0190590/?ref_=ev_nom,Academy Awards,2001,"Best Writing, Screenplay Based on Material Previously Produced or Published",0,20
4,Wonder Boys,Steve Kloves,https://www.imdb.com//title/tt0185014/?ref_=ev_nom,Academy Awards,2001,"Best Writing, Screenplay Based on Material Previously Produced or Published",0,20
0,Almost Famous,Cameron Crowe,https://www.imdb.com//title/tt0181875/?ref_=ev_nom,Academy Awards,2001,"Best Writing, Screenplay Written Directly for the Screen",1,20
1,Billy Elliot,Lee Hall,https://www.imdb.com//title/tt0249462/?ref_=ev_nom,Academy Awards,2001,"Best Writing, Screenplay Written Directly for the Screen",0,20
2,Erin Brockovich,Susannah Grant,https://www.imdb.com//title/tt0195685/?ref_=ev_nom,Academy Awards,2001,"Best Writing, Screenplay Written Directly for the Screen",0,20
3,Gladiator,"David Franzoni (screenplay/story), John Logan (screenplay), William Nicholson (screenplay)",https://www.imdb.com//title/tt0172495/?ref_=ev_nom,Academy Awards,2001,"Best Writing, Screenplay Written Directly for the Screen",0,20
4,You Can Count on Me,Kenneth Lonergan,https://www.imdb.com//title/tt0203230/?ref_=ev_nom,Academy Awards,2001,"Best Writing, Screenplay Written Directly for the Screen",0,20
0,Kevin Spacey,American Beauty,https://www.imdb.com//name/nm0000228/?ref_=ev_nom,Academy Awards,2000,Best Actor in a Leading Role,1,21
1,Denzel Washington,The Hurricane,https://www.imdb.com//name/nm0000243/?ref_=ev_nom,Academy Awards,2000,Best Actor in a Leading Role,0,21
2,Richard Farnsworth,The Straight Story,https://www.imdb.com//name/nm0002070/?ref_=ev_nom,Academy Awards,2000,Best Actor in a Leading Role,0,21
3,Russell Crowe,The Insider,https://www.imdb.com//name/nm0000128/?ref_=ev_nom,Academy Awards,2000,Best Actor in a Leading Role,0,21
4,Sean Penn,Sweet and Lowdown,https://www.imdb.com//name/nm0000576/?ref_=ev_nom,Academy Awards,2000,Best Actor in a Leading Role,0,21
0,Michael Caine,The Cider House Rules,https://www.imdb.com//name/nm0000323/?ref_=ev_nom,Academy Awards,2000,Best Actor in a Supporting Role,1,21
1,Haley Joel Osment,The Sixth Sense,https://www.imdb.com//name/nm0005286/?ref_=ev_nom,Academy Awards,2000,Best Actor in a Supporting Role,0,21
2,Jude Law,The Talented Mr. Ripley,https://www.imdb.com//name/nm0000179/?ref_=ev_nom,Academy Awards,2000,Best Actor in a Supporting Role,0,21
3,Michael Clarke Duncan,The Green Mile,https://www.imdb.com//name/nm0003817/?ref_=ev_nom,Academy Awards,2000,Best Actor in a Supporting Role,0,21
4,Tom Cruise,Magnolia,https://www.imdb.com//name/nm0000129/?ref_=ev_nom,Academy Awards,2000,Best Actor in a Supporting Role,0,21
0,Hilary Swank,Boys Don't Cry,https://www.imdb.com//name/nm0005476/?ref_=ev_nom,Academy Awards,2000,Best Actress in a Leading Role,1,21
1,Annette Bening,American Beauty,https://www.imdb.com//name/nm0000906/?ref_=ev_nom,Academy Awards,2000,Best Actress in a Leading Role,0,21
2,Janet McTeer,Tumbleweeds,https://www.imdb.com//name/nm0005216/?ref_=ev_nom,Academy Awards,2000,Best Actress in a Leading Role,0,21
3,Julianne Moore,The End of the Affair,https://www.imdb.com//name/nm0000194/?ref_=ev_nom,Academy Awards,2000,Best Actress in a Leading Role,0,21
4,Meryl Streep,Music of the Heart,https://www.imdb.com//name/nm0000658/?ref_=ev_nom,Academy Awards,2000,Best Actress in a Leading Role,0,21
0,Angelina Jolie,"Girl, Interrupted",https://www.imdb.com//name/nm0001401/?ref_=ev_nom,Academy Awards,2000,Best Actress in a Supporting Role,1,21
1,Catherine Keener,Being John Malkovich,https://www.imdb.com//name/nm0001416/?ref_=ev_nom,Academy Awards,2000,Best Actress in a Supporting Role,0,21
2,Chloë Sevigny,Boys Don't Cry,https://www.imdb.com//name/nm0001721/?ref_=ev_nom,Academy Awards,2000,Best Actress in a Supporting Role,0,21
3,Samantha Morton,Sweet and Lowdown,https://www.imdb.com//name/nm0608090/?ref_=ev_nom,Academy Awards,2000,Best Actress in a Supporting Role,0,21
4,Toni Collette,The Sixth Sense,https://www.imdb.com//name/nm0001057/?ref_=ev_nom,Academy Awards,2000,Best Actress in a Supporting Role,0,21
0,Sleepy Hollow,"Rick Heinrichs (art director), Peter Young (set decorator)",https://www.imdb.com//title/tt0162661/?ref_=ev_nom,Academy Awards,2000,Best Art Direction-Set Decoration,1,21
1,Anna and the King,"Luciana Arrighi (art director), Ian Whittaker (set decorator)",https://www.imdb.com//title/tt0166485/?ref_=ev_nom,Academy Awards,2000,Best Art Direction-Set Decoration,0,21
2,The Cider House Rules,"David Gropman (art director), Beth A. Rubino (set decorator)",https://www.imdb.com//title/tt0124315/?ref_=ev_nom,Academy Awards,2000,Best Art Direction-Set Decoration,0,21
3,The Talented Mr. Ripley,"Roy Walker (art director), Bruno Cesari (set decorator)",https://www.imdb.com//title/tt0134119/?ref_=ev_nom,Academy Awards,2000,Best Art Direction-Set Decoration,0,21
4,Topsy-Turvy,"Eve Stewart (art director), John Bush (set decorator)",https://www.imdb.com//title/tt0151568/?ref_=ev_nom,Academy Awards,2000,Best Art Direction-Set Decoration,0,21
0,American Beauty,Conrad L. Hall,https://www.imdb.com//title/tt0169547/?ref_=ev_nom,Academy Awards,2000,Best Cinematography,1,21
1,Sleepy Hollow,Emmanuel Lubezki,https://www.imdb.com//title/tt0162661/?ref_=ev_nom,Academy Awards,2000,Best Cinematography,0,21
2,Snow Falling on Cedars,Robert Richardson,https://www.imdb.com//title/tt0120834/?ref_=ev_nom,Academy Awards,2000,Best Cinematography,0,21
3,The End of the Affair,Roger Pratt,https://www.imdb.com//title/tt0172396/?ref_=ev_nom,Academy Awards,2000,Best Cinematography,0,21
4,The Insider,Dante Spinotti,https://www.imdb.com//title/tt0140352/?ref_=ev_nom,Academy Awards,2000,Best Cinematography,0,21
0,Topsy-Turvy,Lindy Hemming,https://www.imdb.com//title/tt0151568/?ref_=ev_nom,Academy Awards,2000,Best Costume Design,1,21
1,Anna and the King,Jenny Beavan,https://www.imdb.com//title/tt0166485/?ref_=ev_nom,Academy Awards,2000,Best Costume Design,0,21
2,Sleepy Hollow,Colleen Atwood,https://www.imdb.com//title/tt0162661/?ref_=ev_nom,Academy Awards,2000,Best Costume Design,0,21
3,The Talented Mr. Ripley,"Ann Roth, Gary Jones",https://www.imdb.com//title/tt0134119/?ref_=ev_nom,Academy Awards,2000,Best Costume Design,0,21
4,Titus,Milena Canonero,https://www.imdb.com//title/tt0120866/?ref_=ev_nom,Academy Awards,2000,Best Costume Design,0,21
0,Sam Mendes,American Beauty,https://www.imdb.com//name/nm0005222/?ref_=ev_nom,Academy Awards,2000,Best Director,1,21
1,Lasse Hallström,The Cider House Rules,https://www.imdb.com//name/nm0002120/?ref_=ev_nom,Academy Awards,2000,Best Director,0,21
2,M. Night Shyamalan,The Sixth Sense,https://www.imdb.com//name/nm0796117/?ref_=ev_nom,Academy Awards,2000,Best Director,0,21
3,Michael Mann,The Insider,https://www.imdb.com//name/nm0000520/?ref_=ev_nom,Academy Awards,2000,Best Director,0,21
4,Spike Jonze,Being John Malkovich,https://www.imdb.com//name/nm0005069/?ref_=ev_nom,Academy Awards,2000,Best Director,0,21
0,One Day in September,"Arthur Cohn, Kevin Macdonald",https://www.imdb.com//title/tt0230591/?ref_=ev_nom,Academy Awards,2000,"Best Documentary, Features",1,21
1,Buena Vista Social Club,"Wim Wenders, Ulrich Felsberg",https://www.imdb.com//title/tt0186508/?ref_=ev_nom,Academy Awards,2000,"Best Documentary, Features",0,21
2,Genghis Blues,"Roko Belic, Adrian Belic",https://www.imdb.com//title/tt0187859/?ref_=ev_nom,Academy Awards,2000,"Best Documentary, Features",0,21
3,On the Ropes,"Nanette Burstein, Brett Morgen",https://www.imdb.com//title/tt0181733/?ref_=ev_nom,Academy Awards,2000,"Best Documentary, Features",0,21
4,Speaking in Strings,"Paola di Florio, Lilibet Foster",https://www.imdb.com//title/tt0181835/?ref_=ev_nom,Academy Awards,2000,"Best Documentary, Features",0,21
0,King Gimp,"Susan Hannah Hadary, William A. Whiteford",https://www.imdb.com//title/tt0239528/?ref_=ev_nom,Academy Awards,2000,"Best Documentary, Short Subjects",1,21
1,Eyewitness,Bert Van Bork,https://www.imdb.com//title/tt0239379/?ref_=ev_nom,Academy Awards,2000,"Best Documentary, Short Subjects",0,21
2,The Wildest Show in the South: The Angola Prison Rodeo,"Simeon Soffer, Jonathan Stack",https://www.imdb.com//title/tt0240216/?ref_=ev_nom,Academy Awards,2000,"Best Documentary, Short Subjects",0,21
0,The Matrix,Dane A. Davis,https://www.imdb.com//title/tt0133093/?ref_=ev_nom,Academy Awards,2000,"Best Effects, Sound Effects Editing",1,21
1,Fight Club,"Ren Klyce, Richard Hymns",https://www.imdb.com//title/tt0137523/?ref_=ev_nom,Academy Awards,2000,"Best Effects, Sound Effects Editing",0,21
2,Star Wars: Episode I - The Phantom Menace,"Ben Burtt, Tom Bellfort",https://www.imdb.com//title/tt0120915/?ref_=ev_nom,Academy Awards,2000,"Best Effects, Sound Effects Editing",0,21
0,The Matrix,"John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum",https://www.imdb.com//title/tt0133093/?ref_=ev_nom,Academy Awards,2000,"Best Effects, Visual Effects",1,21
1,Star Wars: Episode I - The Phantom Menace,"John Knoll, Dennis Muren, Scott Squires, Rob Coleman",https://www.imdb.com//title/tt0120915/?ref_=ev_nom,Academy Awards,2000,"Best Effects, Visual Effects",0,21
2,Stuart Little,"John Dykstra, Jerome Chen, Henry F. Anderson III, Eric Allard",https://www.imdb.com//title/tt0164912/?ref_=ev_nom,Academy Awards,2000,"Best Effects, Visual Effects",0,21
0,The Matrix,Zach Staenberg,https://www.imdb.com//title/tt0133093/?ref_=ev_nom,Academy Awards,2000,Best Film Editing,1,21
1,American Beauty,"Tariq Anwar, Christopher Greenbury",https://www.imdb.com//title/tt0169547/?ref_=ev_nom,Academy Awards,2000,Best Film Editing,0,21
2,The Cider House Rules,Lisa Zeno Churgin,https://www.imdb.com//title/tt0124315/?ref_=ev_nom,Academy Awards,2000,Best Film Editing,0,21
3,The Insider,"William Goldenberg, Paul Rubell, David Rosenbloom",https://www.imdb.com//title/tt0140352/?ref_=ev_nom,Academy Awards,2000,Best Film Editing,0,21
4,The Sixth Sense,Andrew Mondshein,https://www.imdb.com//title/tt0167404/?ref_=ev_nom,Academy Awards,2000,Best Film Editing,0,21
0,All About My Mother,,https://www.imdb.com//title/tt0185125/?ref_=ev_nom,Academy Awards,2000,Best Foreign Language Film,1,21
1,East/West,,https://www.imdb.com//title/tt0181530/?ref_=ev_nom,Academy Awards,2000,Best Foreign Language Film,0,21
2,Himalaya,,https://www.imdb.com//title/tt0210727/?ref_=ev_nom,Academy Awards,2000,Best Foreign Language Film,0,21
3,Solomon & Gaenor,,https://www.imdb.com//title/tt0181830/?ref_=ev_nom,Academy Awards,2000,Best Foreign Language Film,0,21
4,Under the Sun,,https://www.imdb.com//title/tt0158302/?ref_=ev_nom,Academy Awards,2000,Best Foreign Language Film,0,21
0,Topsy-Turvy,"Christine Blundell, Trefor Proud",https://www.imdb.com//title/tt0151568/?ref_=ev_nom,Academy Awards,2000,Best Makeup,1,21
1,Austin Powers: The Spy Who Shagged Me,"Michèle Burke, Mike Smithson",https://www.imdb.com//title/tt0145660/?ref_=ev_nom,Academy Awards,2000,Best Makeup,0,21
2,Bicentennial Man,Greg Cannom,https://www.imdb.com//title/tt0182789/?ref_=ev_nom,Academy Awards,2000,Best Makeup,0,21
